surah,verse,local,ref1,ref2,arabic,raw_best_similarity,sn_sim_ref1,sn_sim_ref2,style_normalized_similarity,classification
5,60,Qul hal unabbi-ukum bisharrim-min dhālika mathūbatan ʿinda l-lahi mal-laʿanahu l-lahu waghaḍiba ʿalayhi wajaʿala min'humu l-qiradata wal-khanāzīra waʿabada ṭ-ṭāghūta ulāika sharrum-makānan wa-aḍallu ʿan sawāi s-sabīl,Qul hal unabbi'ukum bisharrim min zaalika masoobatan 'indal laah; malla'ana hul laahu wa ghadiba 'alaihi wa ja'ala minhumul qiradata wal khanaazeera wa 'abadat Taaghoot; ulaaa'ika sharrum makaananw wa adallu 'an Sawaaa'is Sabeel,Qul hal onabbi-okum bisharrin min thalikamathoobatan AAinda Allahi man laAAanahu Allahuwaghadiba AAalayhi wajaAAala minhumu alqiradata walkhanazeerawaAAabada attaghooti ola-ika sharrun makananwaadallu AAan sawa-i assabeel,قُلْ هَلْ أُنَبِّئُكُم بِشَرٍّۢ مِّن ذَٰلِكَ مَثُوبَةً عِندَ ٱللَّهِ ۚ مَن لَّعَنَهُ ٱللَّهُ وَغَضِبَ عَلَيْهِ وَجَعَلَ مِنْهُمُ ٱلْقِرَدَةَ وَٱلْخَنَازِيرَ وَعَبَدَ ٱلطَّٰغُوتَ ۚ أُو۟لَٰٓئِكَ شَرٌّۭ مَّكَانًۭا وَأَضَلُّ عَن سَوَآءِ ٱلسَّبِيلِ,0.3105,0.3632,0.235,0.3632,REAL_ERROR
5,64,Waqālati l-yahūdu yadu l-lahi maghlūlatun ghullat aydīhim waluʿinū bimā qālū bal yadāhu mabsūṭatāni yunfiqu kayfa yashāu walayazīdanna kathīram-min'hum mā unzila ilayka mir-rabbika ṭugh'yānaw-wakuf'ran wa-alqaynā baynahumu l-ʿadāwata wal-baghḍāa ilā yawmi l-qiyāmati kullamā awqadū nāral-lil'ḥarbi aṭfa-ahā l-lahu wayasʿawna fī l-arḍi fasādaw-wal-lahu lā yuḥibbu l-muf'sidīn,Wa qaalatil Yahoodu Yadullaahi maghloolah; ghulla aideehim wa lu'inoo bimaa qaaloo; bal yadaahu mabsoo tataani yunfiqu kaifa yashaaa'; wa la yazeedanna kaseeramm minhum maaa unzila ilaika mir Rabbika tughyaananw wa kufraa; wa alqainaa bainahumul 'adaawata wal baghdaaa a' ilaa Yawmil Qiyaamah; kullamaaa awqadoo naaral lilharbi at fa-ahal laah; wa yas'awna fil ardi fasaadaa; wal laahu laa yuhibbul mufsideen,Waqalati alyahoodu yadu Allahimaghloolatun ghullat aydeehim waluAAinoo bima qaloobal yadahu mabsootatani yunfiqu kayfa yashaowalayazeedanna katheeran minhum ma onzila ilayka minrabbika tughyanan wakufran waalqaynabaynahumu alAAadawata walbaghdaa ilayawmi alqiyamati kullama awqadoo naran lilharbiatfaaha Allahu wayasAAawna fee al-ardifasadan wallahu la yuhibbualmufsideen,وَقَالَتِ ٱلْيَهُودُ يَدُ ٱللَّهِ مَغْلُولَةٌ ۚ غُلَّتْ أَيْدِيهِمْ وَلُعِنُوا۟ بِمَا قَالُوا۟ ۘ بَلْ يَدَاهُ مَبْسُوطَتَانِ يُنفِقُ كَيْفَ يَشَآءُ ۚ وَلَيَزِيدَنَّ كَثِيرًۭا مِّنْهُم مَّآ أُنزِلَ إِلَيْكَ مِن رَّبِّكَ طُغْيَٰنًۭا وَكُفْرًۭا ۚ وَأَلْقَيْنَا بَيْنَهُمُ ٱلْعَدَٰوَةَ وَٱلْبَغْضَآءَ إِلَىٰ يَوْمِ ٱلْقِيَٰمَةِ ۚ كُلَّمَآ أَوْقَدُوا۟ نَارًۭا لِّلْحَرْبِ أَطْفَأَهَا ٱللَّهُ ۚ وَيَسْعَوْنَ فِى ٱلْأَرْضِ فَسَادًۭا ۚ وَٱللَّهُ لَا يُحِبُّ ٱلْمُفْسِدِينَ,0.204,0.179,0.2043,0.2043,REAL_ERROR
5,72,Laqad kafara alladhīna qālū inna l-laha huwa l-masīḥu ub'nu maryama waqāla l-masīḥu yābanī is'rāīla uʿ'budū l-laha rabbī warabbakum innahu may-yush'rik bil-lahi faqad ḥarrama l-lahu ʿalayhi l-janata wamawāhu n-nāru wamā lilẓẓālimīna min anṣārin,Laqad kafaral lazeena qaalooo innal laaha Huwal maseehub nu Maryama wa qaalal Maseehu yaa Baneee Israaa'eela budul laaha Rabbee wa Rabbakum innnahoo many-yushrik ballaahi faqad harramal laahu 'alaihil jannata wa maa waahun Naaru wa maa lizzaalimeena min ansaar,Laqad kafara allatheena qalooinna Allaha huwa almaseehu ibnu maryama waqalaalmaseehu ya banee isra-eela oAAbudoo Allaharabbee warabbakum innahu man yushrik billahi faqadharrama Allahu AAalayhi aljannata wama/wahuannaru wama liththalimeenamin ansar,لَقَدْ كَفَرَ ٱلَّذِينَ قَالُوٓا۟ إِنَّ ٱللَّهَ هُوَ ٱلْمَسِيحُ ٱبْنُ مَرْيَمَ ۖ وَقَالَ ٱلْمَسِيحُ يَٰبَنِىٓ إِسْرَٰٓءِيلَ ٱعْبُدُوا۟ ٱللَّهَ رَبِّى وَرَبَّكُمْ ۖ إِنَّهُۥ مَن يُشْرِكْ بِٱللَّهِ فَقَدْ حَرَّمَ ٱللَّهُ عَلَيْهِ ٱلْجَنَّةَ وَمَأْوَىٰهُ ٱلنَّارُ ۖ وَمَا لِلظَّٰلِمِينَ مِنْ أَنصَارٍۢ,0.1113,0.1118,0.09,0.1118,REAL_ERROR
5,82,Latajidanna ashadda n-nāsi ʿadāwatal-lilladhīna āmanū l-yahūda wa-alladhīna ashrakū walatajidanna aqrabahum mawaddatal-lilladhīna āmanū alladhīna qālū innā naṣārā dhālika bi-anna min'hum qissīsīna waruh'bānaw-wa-annahum lā yastakbirūn,Latajidanna ashad dan naasi 'adaawatal lillazeena aamanul Yahooda wallazeena ashrakoo wa latajidanna aqrabahum mawaddatal lil lazeena aamanul lazeena qaalooo innaa Nasaaraa; zaalika bi anna mminhum qiseeseena wa ruhbaananw wa annahum laa yastakbiroon,Latajidanna ashadda annasiAAadawatan lillatheena amanoo alyahooda wallatheenaashrakoo walatajidanna aqrabahum mawaddatan lillatheena amanooallatheena qaloo inna nasara thalikabi-anna minhum qisseeseena waruhbanan waannahum layastakbiroon,۞ لَتَجِدَنَّ أَشَدَّ ٱلنَّاسِ عَدَٰوَةًۭ لِّلَّذِينَ ءَامَنُوا۟ ٱلْيَهُودَ وَٱلَّذِينَ أَشْرَكُوا۟ ۖ وَلَتَجِدَنَّ أَقْرَبَهُم مَّوَدَّةًۭ لِّلَّذِينَ ءَامَنُوا۟ ٱلَّذِينَ قَالُوٓا۟ إِنَّا نَصَٰرَىٰ ۚ ذَٰلِكَ بِأَنَّ مِنْهُمْ قِسِّيسِينَ وَرُهْبَانًۭا وَأَنَّهُمْ لَا يَسْتَكْبِرُونَ,0.4357,0.4366,0.3915,0.4366,REAL_ERROR
5,89,Lā yuākhidhukumu l-lahu bil-laghwi fī aymānikum walākiy-yuākhidhukum bimā ʿaqqadttumu l-aymāna fakaffāratuhu iṭ'ʿāmu ʿasharati masākīna min awsaṭi mā tuṭ'ʿimūna ahlīkum aw kis'watuhum aw taḥrīru raqabatin famal-lam yajid faṣiyāmu thalāthati ayyāmin dhālika kaffāratu aymānikum idhā ḥalaftum wa-iḥ'faẓū aymānakum kadhālika yubayyinu l-lahu lakum āyātihi laʿallakum tashkurūn,Laa yu'aakhizukumul laahu billaghwi feee aimaanikum wa laakiny ya'aakhizukum bimaa 'aqqattumul aimaana fakaf faaratuhooo it'aamu 'asharati masaakeena min awsati maa tut'imoona ahleekum aw kiswatuhum aw tahreeru raqabatin famallam yajid fa Siyaamu salaasati aiyaam; zaalika kaffaaratu aimaanikum izaa halaftum; wahfazooo aimaanakum; kazaalika yubaiyinul laahu lakum Aayaatihee la'allakum tashkuroon,La yu-akhithukumu Allahubillaghwi fee aymanikum walakin yu-akhithukumbima AAaqqadtumu al-aymana fakaffaratuhu itAAamuAAasharati masakeena min awsati ma tutAAimoonaahleekum aw kiswatuhum aw tahreeru raqabatin faman lamyajid fasiyamu thalathati ayyamin thalikakaffaratu aymanikum itha halaftum wahfathooaymanakum kathalika yubayyinu Allahu lakum ayatihilaAAallakum tashkuroon,لَا يُؤَاخِذُكُمُ ٱللَّهُ بِٱللَّغْوِ فِىٓ أَيْمَٰنِكُمْ وَلَٰكِن يُؤَاخِذُكُم بِمَا عَقَّدتُّمُ ٱلْأَيْمَٰنَ ۖ فَكَفَّٰرَتُهُۥٓ إِطْعَامُ عَشَرَةِ مَسَٰكِينَ مِنْ أَوْسَطِ مَا تُطْعِمُونَ أَهْلِيكُمْ أَوْ كِسْوَتُهُمْ أَوْ تَحْرِيرُ رَقَبَةٍۢ ۖ فَمَن لَّمْ يَجِدْ فَصِيَامُ ثَلَٰثَةِ أَيَّامٍۢ ۚ ذَٰلِكَ كَفَّٰرَةُ أَيْمَٰنِكُمْ إِذَا حَلَفْتُمْ ۚ وَٱحْفَظُوٓا۟ أَيْمَٰنَكُمْ ۚ كَذَٰلِكَ يُبَيِّنُ ٱللَّهُ لَكُمْ ءَايَٰتِهِۦ لَعَلَّكُمْ تَشْكُرُونَ,0.2547,0.0894,0.2561,0.2561,REAL_ERROR
5,95,Yāayyuhā alladhīna āmanū lā taqtulū ṣ-ṣayda wa-antum ḥurumuw-waman qatalahu minkum mutaʿammidan fajazāom-mith'lu mā qatala mina n-naʿami yaḥkumu bihi dhawā ʿadlim-minkum hadyan bāligha l-kaʿbati aw kaffāratun ṭaʿāmu masākīna aw ʿadlu dhālika ṣiyāmal-liyadhūqa wabāla amrihi ʿafā l-lahu ʿammā salafa waman ʿāda fayantaqimu l-lahu min'hu wal-lahu ʿazīzun dhū intiqāmin,Yaaa aiyuhal lazeena aamanoo laa taqtuslus saida wa antum hurum; wa man qatalahoo minkum mut'am midan fajazaaa'um mislu maa qatala minanna'ami yahkumu bihee zawaa 'adlim minkum hadyam baalighal Ka'bati aw kaffaaratun ta'aamu masaakeena aw 'adlu zaalika Siyaamal liyazooqa wabaala amrih; 'afal laahu 'ammaa salaf; wa man 'aada fayanta qimul laahu minh; wallaahu 'azeezun zuntiqaam,Ya ayyuha allatheena amanoola taqtuloo assayda waantum hurumunwaman qatalahu minkum mutaAAammidan fajazaon mithlu maqatala mina annaAAami yahkumu bihi thawaAAadlin minkum hadyan baligha alkaAAbati aw kaffaratuntaAAamu masakeena aw AAadlu thalika siyamanliyathooqa wabala amrihi AAafa AllahuAAamma salafa waman AAada fayantaqimu Allahuminhu wallahu AAazeezun thoo intiqam,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَقْتُلُوا۟ ٱلصَّيْدَ وَأَنتُمْ حُرُمٌۭ ۚ وَمَن قَتَلَهُۥ مِنكُم مُّتَعَمِّدًۭا فَجَزَآءٌۭ مِّثْلُ مَا قَتَلَ مِنَ ٱلنَّعَمِ يَحْكُمُ بِهِۦ ذَوَا عَدْلٍۢ مِّنكُمْ هَدْيًۢا بَٰلِغَ ٱلْكَعْبَةِ أَوْ كَفَّٰرَةٌۭ طَعَامُ مَسَٰكِينَ أَوْ عَدْلُ ذَٰلِكَ صِيَامًۭا لِّيَذُوقَ وَبَالَ أَمْرِهِۦ ۗ عَفَا ٱللَّهُ عَمَّا سَلَفَ ۚ وَمَنْ عَادَ فَيَنتَقِمُ ٱللَّهُ مِنْهُ ۗ وَٱللَّهُ عَزِيزٌۭ ذُو ٱنتِقَامٍ,0.2989,0.2771,0.3041,0.3041,REAL_ERROR
5,97,Jaʿala l-lahu l-kaʿbata l-bayta l-ḥarāma qiyāmal-lilnnāsi wal-shahra l-ḥarāma wal-hadya wal-qalāida dhālika litaʿlamū anna l-laha yaʿlamu mā fī s-samāwāti wamā fī l-arḍi wa-anna l-laha bikulli shayin ʿalīmun,Ja'alal laahul Ka'batal Baital Haraama qiyaamal linnaasi wash Shahral Haraama walhadya walqalaaa'id; zaalika lita'lamooo annal laaha ya'lamu maa fis samaawaati wa maa fil ardi wa annal laaha bikulli shai'in 'Aleem,JaAAala Allahu alkaAAbata albayta alharamaqiyaman linnasi washshahra alharamawalhadya walqala-ida thalikalitaAAlamoo anna Allaha yaAAlamu ma fee assamawatiwama fee al-ardi waanna Allaha bikullishay-in AAaleem,۞ جَعَلَ ٱللَّهُ ٱلْكَعْبَةَ ٱلْبَيْتَ ٱلْحَرَامَ قِيَٰمًۭا لِّلنَّاسِ وَٱلشَّهْرَ ٱلْحَرَامَ وَٱلْهَدْىَ وَٱلْقَلَٰٓئِدَ ۚ ذَٰلِكَ لِتَعْلَمُوٓا۟ أَنَّ ٱللَّهَ يَعْلَمُ مَا فِى ٱلسَّمَٰوَٰتِ وَمَا فِى ٱلْأَرْضِ وَأَنَّ ٱللَّهَ بِكُلِّ شَىْءٍ عَلِيمٌ,0.2699,0.259,0.2705,0.2705,REAL_ERROR
5,106,Yāayyuhā alladhīna āmanū shahādatu baynikum idhā ḥaḍara aḥadakumu l-mawtu ḥīna l-waṣiyati ith'nāni dhawā ʿadlim-minkum aw ākharāni min ghayrikum in antum ḍarabtum fī l-arḍi fa-aṣābatkum muṣībatu l-mawti taḥbisūnahumā min baʿdi ṣ-ṣalati fayuq'simāni bil-lahi ini ir'tabtum lā nashtarī bihi thamanaw-walaw kāna dhā qur'bā walā naktumu shahādata l-lahi innā idhal-lamina l-āthimīn,Yaaa aiyuhal lazeena aamanoo shahaadatu bainikum izaa hadara ahadakumul mawtu heenal wasiyyatis naani zawaa 'adlim minkum aw aakharaani min ghairikum in antum darabtum fil ardi fa asaabatkum museebatul mawt; tahbi soonahumaa mim ba'dis Salaati fa yuqsimaani billaahi inirtabtum laa nashtaree bihee samananw wa law kaana zaa qurbaa wa laa naktumu shahaadatal laahi innaaa izal laminal aasimeen,Ya ayyuha allatheena amanooshahadatu baynikum itha hadara ahadakumualmawtu heena alwasiyyati ithnani thawaAAadlin minkum aw akharani min ghayrikum in antum darabtumfee al-ardi faasabatkum museebatu almawti tahbisoonahumamin baAAdi assalati fayuqsimani billahiini irtabtum la nashtaree bihi thamanan walaw kana thaqurba wala naktumu shahadata Allahiinna ithan lamina al-athimeen,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ شَهَٰدَةُ بَيْنِكُمْ إِذَا حَضَرَ أَحَدَكُمُ ٱلْمَوْتُ حِينَ ٱلْوَصِيَّةِ ٱثْنَانِ ذَوَا عَدْلٍۢ مِّنكُمْ أَوْ ءَاخَرَانِ مِنْ غَيْرِكُمْ إِنْ أَنتُمْ ضَرَبْتُمْ فِى ٱلْأَرْضِ فَأَصَٰبَتْكُم مُّصِيبَةُ ٱلْمَوْتِ ۚ تَحْبِسُونَهُمَا مِنۢ بَعْدِ ٱلصَّلَوٰةِ فَيُقْسِمَانِ بِٱللَّهِ إِنِ ٱرْتَبْتُمْ لَا نَشْتَرِى بِهِۦ ثَمَنًۭا وَلَوْ كَانَ ذَا قُرْبَىٰ ۙ وَلَا نَكْتُمُ شَهَٰدَةَ ٱللَّهِ إِنَّآ إِذًۭا لَّمِنَ ٱلْءَاثِمِينَ,0.2069,0.1749,0.2072,0.2072,REAL_ERROR
5,107,Fa-in ʿuthira ʿalā annahumā is'taḥaqqā ith'man faākharāni yaqūmāni maqāmahumā mina alladhīna is'taḥaqqa ʿalayhimu l-awlayāni fayuq'simāni bil-lahi lashahādatunā aḥaqqu min shahādatihimā wamā iʿ'tadaynā innā idhal-lamina ẓ-ẓālimīn,Fa in 'usira 'alaaa annahumas tahaqqaaa isman fa aakharaani yaqoomaani maqaamahumaa minal lazeenas tahaqqa 'alaihimul awlayaani fa yuqsimaani billaahi lashahaadatunaaa ahaqqu min shahaadatihimaaa wa ma'tadainaaa innaaa izal laminaz zaalimeen,Fa-in AAuthira AAala annahumaistahaqqa ithman faakharani yaqoomanimaqamahuma mina allatheena istahaqqaAAalayhimu al-awlayani fayuqsimani billahilashahadatuna ahaqqu min shahadatihimawama iAAtadayna inna ithan lamina aththalimeen,فَإِنْ عُثِرَ عَلَىٰٓ أَنَّهُمَا ٱسْتَحَقَّآ إِثْمًۭا فَـَٔاخَرَانِ يَقُومَانِ مَقَامَهُمَا مِنَ ٱلَّذِينَ ٱسْتَحَقَّ عَلَيْهِمُ ٱلْأَوْلَيَٰنِ فَيُقْسِمَانِ بِٱللَّهِ لَشَهَٰدَتُنَآ أَحَقُّ مِن شَهَٰدَتِهِمَا وَمَا ٱعْتَدَيْنَآ إِنَّآ إِذًۭا لَّمِنَ ٱلظَّٰلِمِينَ,0.1663,0.1641,0.1722,0.1722,REAL_ERROR
5,110,Idh qāla l-lahu yāʿīsā ib'na maryama udh'kur niʿ'matī ʿalayka waʿalā wālidatika idh ayyadttuka birūḥi l-qudusi tukallimu n-nāsa fī l-mahdi wakahlaw-wa-idh ʿallamtuka l-kitāba wal-ḥik'mata wal-tawrāta wal-injīla wa-idh takhluqu mina ṭ-ṭīni kahayati ṭ-ṭayri bi-idh'nī fatanfukhu fīhā fatakūnu ṭayran bi-idh'nī watub'ri-u l-akmaha wal-abraṣa bi-idh'nī wa-idh tukh'riju l-mawtā bi-idh'nī wa-idh kafaftu banī is'rāīla ʿanka idh ji'tahum bil-bayināti faqāla alladhīna kafarū min'hum in hādhā illā siḥ'rum-mubīnun,Iz qaalal laahu yaa 'Eesab-na-Maryamaz kur ni'matee 'alaika wa 'alaa waalidatik; iz aiyattuka bi Roohil Qudusi tukallimun naasa fil mahdi wa kahlanw wa iz 'allamtukal kitaaba wal Hikmata wa Tawraata wal Injeela wa iz Takhluqu minat teeni kahai 'atit tairi bi iznee fatanfukhu feeha fatakoonu tairam bi iznee wa tubri'ul akmaha wal abrasa bi iznee wa iz tukhrijul mawtaa bi iznee wa iz kafaftu Baneee Israaa'eela 'anka iz ji'tahum bil baiyinaati fa qaalal lazeena kafaroo minhum in haazaaa illaa sihrum mubeen,Ith qala Allahu yaAAeesa ibna maryama othkur niAAmatee AAalaykawaAAala walidatika ith ayyadtuka biroohialqudusi tukallimu annasa fee almahdi wakahlanwa-ith AAallamtuka alkitaba walhikmatawattawrata wal-injeela wa-ithtakhluqu mina atteeni kahay-ati attayribi-ithnee fatanfukhu feeha fatakoonu tayranbi-ithnee watubri-o al-akmaha wal-abrasabi-ithnee wa-ith tukhriju almawta bi-ithneewa-ith kafaftu banee isra-eela AAanka ithji/tahum bilbayyinati faqala allatheenakafaroo minhum in hatha illa sihrun mubeen,إِذْ قَالَ ٱللَّهُ يَٰعِيسَى ٱبْنَ مَرْيَمَ ٱذْكُرْ نِعْمَتِى عَلَيْكَ وَعَلَىٰ وَٰلِدَتِكَ إِذْ أَيَّدتُّكَ بِرُوحِ ٱلْقُدُسِ تُكَلِّمُ ٱلنَّاسَ فِى ٱلْمَهْدِ وَكَهْلًۭا ۖ وَإِذْ عَلَّمْتُكَ ٱلْكِتَٰبَ وَٱلْحِكْمَةَ وَٱلتَّوْرَىٰةَ وَٱلْإِنجِيلَ ۖ وَإِذْ تَخْلُقُ مِنَ ٱلطِّينِ كَهَيْـَٔةِ ٱلطَّيْرِ بِإِذْنِى فَتَنفُخُ فِيهَا فَتَكُونُ طَيْرًۢا بِإِذْنِى ۖ وَتُبْرِئُ ٱلْأَكْمَهَ وَٱلْأَبْرَصَ بِإِذْنِى ۖ وَإِذْ تُخْرِجُ ٱلْمَوْتَىٰ بِإِذْنِى ۖ وَإِذْ كَفَفْتُ بَنِىٓ إِسْرَٰٓءِيلَ عَنكَ إِذْ جِئْتَهُم بِٱلْبَيِّنَٰتِ فَقَالَ ٱلَّذِينَ كَفَرُوا۟ مِنْهُمْ إِنْ هَٰذَآ إِلَّا سِحْرٌۭ مُّبِينٌۭ,0.0258,0.012,0.0259,0.0259,REAL_ERROR
5,116,Wa-idh qāla l-lahu yāʿīsā ib'na maryama a-anta qul'ta lilnnāsi ittakhidhūnī wa-ummiya ilāhayni min dūni l-lahi qāla sub'ḥānaka mā yakūnu lī an aqūla mā laysa lī biḥaqqin in kuntu qul'tuhu faqad ʿalim'tahu taʿlamu mā fī nafsī walā aʿlamu mā fī nafsika innaka anta ʿallāmu l-ghuyūb,Wa iz qaalal laahu yaa 'Eesab na Maryama 'a-anta qulta linnaasit takhizoonee wa ummiya ilaahaini min doonil laahi qaala Subhaanaka maa yakoonu leee anaqoola maa yakkoonu leee an aqoola maa laisa lee bihaqq; in kuntu qultuhoo faqad 'alimtah; ta'lamu maa fee nafsee wa laaa a'almu maa fee nafsik; innaka Anta 'Allaamul Ghuyoob,Wa-ith qala Allahu yaAAeesa ibna maryama aanta qulta linnasiittakhithoonee waommiya ilahayni min dooni Allahiqala subhanaka ma yakoonu lee an aqoola malaysa lee bihaqqin in kuntu qultuhu faqad AAalimtahutaAAlamu ma fee nafsee wala aAAlamu ma feenafsika innaka anta AAallamu alghuyoob,وَإِذْ قَالَ ٱللَّهُ يَٰعِيسَى ٱبْنَ مَرْيَمَ ءَأَنتَ قُلْتَ لِلنَّاسِ ٱتَّخِذُونِى وَأُمِّىَ إِلَٰهَيْنِ مِن دُونِ ٱللَّهِ ۖ قَالَ سُبْحَٰنَكَ مَا يَكُونُ لِىٓ أَنْ أَقُولَ مَا لَيْسَ لِى بِحَقٍّ ۚ إِن كُنتُ قُلْتُهُۥ فَقَدْ عَلِمْتَهُۥ ۚ تَعْلَمُ مَا فِى نَفْسِى وَلَآ أَعْلَمُ مَا فِى نَفْسِكَ ۚ إِنَّكَ أَنتَ عَلَّٰمُ ٱلْغُيُوبِ,0.0463,0.0404,0.0464,0.0464,REAL_ERROR
5,117,Mā qul'tu lahum illā mā amartanī bihi ani uʿ'budū l-laha rabbī warabbakum wakuntu ʿalayhim shahīdam-mā dum'tu fīhim falammā tawaffaytanī kunta anta r-raqība ʿalayhim wa-anta ʿalā kulli shayin shahīdun,Maa qultu lahum illaa maaa amartanee bihee ani'budul laaha Rabbeee wa Rabbakum; wa kuntu 'alaihim shaheedam maa dumtu feehim falammaa tawaffaitanee kunta Antar Raqeeba 'alaihim; wa Anta 'alaa kulli shai'in Shaheed,Ma qultu lahum illa maamartanee bihi ani oAAbudoo Allaha rabbee warabbakumwakuntu AAalayhim shaheedan ma dumtu feehim falammatawaffaytanee kunta anta arraqeeba AAalayhim waanta AAalakulli shay-in shaheed,مَا قُلْتُ لَهُمْ إِلَّا مَآ أَمَرْتَنِى بِهِۦٓ أَنِ ٱعْبُدُوا۟ ٱللَّهَ رَبِّى وَرَبَّكُمْ ۚ وَكُنتُ عَلَيْهِمْ شَهِيدًۭا مَّا دُمْتُ فِيهِمْ ۖ فَلَمَّا تَوَفَّيْتَنِى كُنتَ أَنتَ ٱلرَّقِيبَ عَلَيْهِمْ ۚ وَأَنتَ عَلَىٰ كُلِّ شَىْءٍۢ شَهِيدٌ,0.1886,0.1832,0.1905,0.1905,REAL_ERROR
48,6,Wayuʿadhiba l-munāfiqīna wal-munāfiqāti wal-mush'rikīna wal-mush'rikāti ẓ-ẓānīna bil-lahi ẓanna s-sawi ʿalayhim dāiratu s-sawi waghaḍiba l-lahu ʿalayhim walaʿanahum wa-aʿadda lahum jahannama wasāat maṣīran,Wa yu'azzibal munaafiqeena walmunaafiqaati wal mushrikeena walmushrikaatiz zaaanneena billaahi zannas saw'; 'alaihim daaa'iratus saw'i wa ghadibal laahu 'alaihim wa la'anahum wa a'adda lahum jahannama wa saaa' at maseeraa,WayuAAaththiba almunafiqeena walmunafiqatiwalmushrikeena walmushrikati aththanneenabillahi thanna assaw-iAAalayhim da-iratu assaw-i waghadiba AllahuAAalayhim walaAAanahum waaAAadda lahum jahannama wasaat maseera,وَيُعَذِّبَ ٱلْمُنَٰفِقِينَ وَٱلْمُنَٰفِقَٰتِ وَٱلْمُشْرِكِينَ وَٱلْمُشْرِكَٰتِ ٱلظَّآنِّينَ بِٱللَّهِ ظَنَّ ٱلسَّوْءِ ۚ عَلَيْهِمْ دَآئِرَةُ ٱلسَّوْءِ ۖ وَغَضِبَ ٱللَّهُ عَلَيْهِمْ وَلَعَنَهُمْ وَأَعَدَّ لَهُمْ جَهَنَّمَ ۖ وَسَآءَتْ مَصِيرًۭا,0.5,0.3628,0.5024,0.5024,REAL_ERROR
48,11,Sayaqūlu laka l-mukhalafūna mina l-aʿrābi shaghalatnā amwālunā wa-ahlūnā fa-is'taghfir lanā yaqūlūna bi-alsinatihim mā laysa fī qulūbihim qul famay-yamliku lakum mina l-lahi shayan in arāda bikum ḍarran aw arāda bikum nafʿan bal kāna l-lahu bimā taʿmalūna khabīran,Sa yaqoolu lakal mukhal lafoona minal-A'raabi shaighalatnaaa amwaalunaa wa ahloonaa fastaghfir lanaa; yaqooloona bi alsinatihim maa laisa fee quloobihim; qul famany yamliku lakum minal laahi shai'an in araada bikum darran aw araada bikum naf'aa; bal kaanal laahu bimaa ta'maloona Khabeeraa,Sayaqoolu laka almukhallafoona mina al-aAArabishaghalatna amwaluna waahloona fastaghfirlana yaqooloona bi-alsinatihim ma laysa feequloobihim qul faman yamliku lakum mina Allahi shay-an inarada bikum darran aw arada bikum nafAAanbal kana Allahu bima taAAmaloona khabeera,سَيَقُولُ لَكَ ٱلْمُخَلَّفُونَ مِنَ ٱلْأَعْرَابِ شَغَلَتْنَآ أَمْوَٰلُنَا وَأَهْلُونَا فَٱسْتَغْفِرْ لَنَا ۚ يَقُولُونَ بِأَلْسِنَتِهِم مَّا لَيْسَ فِى قُلُوبِهِمْ ۚ قُلْ فَمَن يَمْلِكُ لَكُم مِّنَ ٱللَّهِ شَيْـًٔا إِنْ أَرَادَ بِكُمْ ضَرًّا أَوْ أَرَادَ بِكُمْ نَفْعًۢا ۚ بَلْ كَانَ ٱللَّهُ بِمَا تَعْمَلُونَ خَبِيرًۢا,0.2702,0.2618,0.2702,0.2702,REAL_ERROR
48,15,Sayaqūlu l-mukhalafūna idhā inṭalaqtum ilā maghānima litakhudhūhā dharūnā nattabiʿ'kum yurīdūna ay-yubaddilū kalāma l-lahi qul lan tattabiʿūnā kadhālikum qāla l-lahu min qablu fasayaqūlūna bal taḥsudūnanā bal kānū lā yafqahūna illā qalīlan,Sa yaqoolul mukhalla foona izan talaqtum ilaa maghaanima litaakhuzoohaa zaroonaa nattabi'kum yureedoona any yubaddiloo Kalaamallaah; qul lan tattabi'oonaa kazaalikum qaalal laahu min qablu fasa yaqooloona bal tahsudoonanna; bal kaanoo laa yafqahoona illaa qaleela,Sayaqoolu almukhallafoona itha intalaqtumila maghanima lita/khuthooha tharoonanattabiAAkum yureedoona an yubaddiloo kalama Allahiqul lan tattabiAAoona kathalikum qala Allahumin qablu fasayaqooloona bal tahsudoonana bal kanoola yafqahoona illa qaleela,سَيَقُولُ ٱلْمُخَلَّفُونَ إِذَا ٱنطَلَقْتُمْ إِلَىٰ مَغَانِمَ لِتَأْخُذُوهَا ذَرُونَا نَتَّبِعْكُمْ ۖ يُرِيدُونَ أَن يُبَدِّلُوا۟ كَلَٰمَ ٱللَّهِ ۚ قُل لَّن تَتَّبِعُونَا كَذَٰلِكُمْ قَالَ ٱللَّهُ مِن قَبْلُ ۖ فَسَيَقُولُونَ بَلْ تَحْسُدُونَنَا ۚ بَلْ كَانُوا۟ لَا يَفْقَهُونَ إِلَّا قَلِيلًۭا,0.3067,0.2725,0.3074,0.3074,REAL_ERROR
