surah_id,verse_number,local_transliteration,ref1_transliteration,ref2_transliteration,char_similarity_ref1,char_similarity_ref2,token_similarity_ref1,token_similarity_ref2,flagged
13,7,Wayaqūlu alladhīna kafarū lawlā unzila ʿalayhi āyatum-min rabbihi innamā anta mundhiruw-walikulli qawmin hādin,Wa yaqoolul lazeena kafaroo law laaa unzila 'alaihi Aayatum mir Rabbih; innamaaa anta munzirunw wa likulli qawmin haad,Wayaqoolu allatheena kafaroo lawlaonzila AAalayhi ayatun min rabbihi innama anta munthirunwalikulli qawmin had,0.8407,0.8818,0.1034,0.2174,N
13,8,Al-lahu yaʿlamu mā taḥmilu kullu unthā wamā taghīḍu l-arḥāmu wamā tazdādu wakullu shayin ʿindahu bimiq'dārin,"Allaahu ya'lamu maa tahmilu kullu unsaa wa maa tagheedul arhaamu wa maa tazdaad, wa kullu shai'in 'indahoo bimiqdaar",Allahu yaAAlamu ma tahmilukullu ontha wama tagheedu al-arhamuwama tazdadu wakullu shay-in AAindahu bimiqdar,0.8559,0.9116,0.0667,0.1852,N
13,9,ʿālimu l-ghaybi wal-shahādati l-kabīru l-mutaʿāl,'Aalimul Ghaibi wash shahaadatil Kaabeerul Muta'aal,AAalimu alghaybi washshahadatialkabeeru almutaAAal,0.8163,0.7959,0.0,0.0,N
13,10,Sawāom-minkum man asarra l-qawla waman jahara bihi waman huwa mus'takhfin bi-al-layli wasāribun bil-nahār,Sawaaa'um minkum man asarral qawla wa man jahara bihee wa man huwa mustakhfim billaili wa saaribum binnahaar,Sawaon minkum man asarra alqawlawaman jahara bihi waman huwa mustakhfin billayli wasaribunbinnahar,0.8732,0.936,0.1852,0.3043,N
13,11,Lahu muʿaqqibātum-min bayni yadayhi wamin khalfihi yaḥfaẓūnahu min amri l-lahi inna l-laha lā yughayyiru mā biqawmin ḥattā yughayyirū mā bi-anfusihim wa-idhā arāda l-lahu biqawmin sūan falā maradda lahu wamā lahum min dūnihi miw-wālin,Lahoo mu'aqqibaatum mim baini yadaihi wa min khalfihee yahfazoonahoo min amril laah; innal laaha laa yughaiyiru maa biqawmin hattaa yughaiyiroo maa bianfusihim; wa izaaa araadal laahu biqawmin sooo'an falaa maradda lah; wa maa lahum min dooniheeminw waal,Lahu muAAaqqibatun min bayni yadayhiwamin khalfihi yahfathoonahu min amri Allahiinna Allaha la yughayyiru ma biqawmin hattayughayyiroo ma bi-anfusihim wa-itha aradaAllahu biqawmin soo-an fala maradda lahu wamalahum min doonihi min wal,0.3505,0.4615,0.0862,0.3182,Y
13,12,Huwa alladhī yurīkumu l-barqa khawfaw-waṭamaʿan wayunshi-u s-saḥāba th-thiqāl,Huwal lazee yureekumul barqa khawfanw wa tama'anw wa yunshi'us sahaabas siqaal,Huwa allathee yureekumu albarqakhawfan watamaAAan wayunshi-o assahaba aththiqal,0.8129,0.859,0.0417,0.1,N
13,13,Wayusabbiḥu r-raʿdu biḥamdihi wal-malāikatu min khīfatihi wayur'silu ṣ-ṣawāʿiqa fayuṣību bihā may-yashāu wahum yujādilūna fī l-lahi wahuwa shadīdu l-miḥāl,Wa yusabbihur ra'du bihamdihee walmalaaa'ikatu min kheefatihee wa yursilus sawaa'iqa fa yuseebu bihaa mai yashaaa'u wa hum yujaadiloona fil laahi wa Huwa shadeedul mihaal,Wayusabbihu arraAAdu bihamdihiwalmala-ikatu min kheefatihi wayursilu assawaAAiqafayuseebu biha man yashao wahum yujadiloonafee Allahi wahuwa shadeedu almihal,0.858,0.8682,0.0208,0.1389,N
13,14,Lahu daʿwatu l-ḥaqi wa-alladhīna yadʿūna min dūnihi lā yastajībūna lahum bishayin illā kabāsiṭi kaffayhi ilā l-māi liyablugha fāhu wamā huwa bibālighihi wamā duʿāu l-kāfirīna illā fī ḍalālin,Lahoo da'watul haqq; wallazeena yad'oona min doonihee laa yastajeeboona lahum bishai'in illaa kabaasiti kaffaihi ilal maaa'i liyablugha faahu wa maa huwa bibaalighih; wa maa du'aaa'ul aafireena illaa fee dalaal,Lahu daAAwatu alhaqqi wallatheenayadAAoona min doonihi la yastajeeboona lahum bishay-in illakabasiti kaffayhi ila alma-iliyablugha fahu wama huwa bibalighihi wamaduAAao alkafireena illa fee dalal,0.3116,0.8675,0.0926,0.2683,N
13,15,Walillahi yasjudu man fī s-samāwāti wal-arḍi ṭawʿaw-wakarhan waẓilāluhum bil-ghuduwi wal-āṣāl,Wa lillaahi yasjudu man fis samaawaati wal ardi taw 'anw wa karhanw wa zilaaluhum bilghuduwwi wal aasaal,Walillahi yasjudu man fee assamawatiwal-ardi tawAAan wakarhan wathilaluhumbilghuduwwi wal-asal,0.9184,0.9091,0.1667,0.3889,N
13,16,Qul mar-rabbu s-samāwāti wal-arḍi quli l-lahu qul afa-ittakhadhtum min dūnihi awliyāa lā yamlikūna li-anfusihim nafʿaw-walā ḍarran qul hal yastawī l-aʿmā wal-baṣīru am hal tastawī ẓ-ẓulumātu wal-nūru am jaʿalū lillahi shurakāa khalaqū kakhalqihi fatashābaha l-khalqu ʿalayhim quli l-lahu khāliqu kulli shayiw-wahuwa l-wāḥidu l-qahār,Wul mar Rabbus samaawaati wal ard; qulillaah; qul afattakhaztum min dooniheee awliyaaa'a laa yamlikoona li anfusihim naf'anw wa laa darraa; qul hal yastawil a'maa wal baseeru am hal tastawiz zulumaatu wannoor; am ja'aloo lillaahi shurakaaa'a khalaqoo kakhalqihee fatashaa bahal khalqu 'alaihim; qulil laahu Khaaliqu kulli shai'inw wa Huwal Waahidul Qahhar,Qul man rabbu assamawatiwal-ardi quli Allahu qul afattakhathtummin doonihi awliyaa la yamlikoona li-anfusihimnafAAan wala darran qul hal yastawee al-aAAmawalbaseeru am hal tastawee aththulumatuwannooru am jaAAaloo lillahi shurakaakhalaqoo kakhalqihi fatashabaha alkhalqu AAalayhim quliAllahu khaliqu kulli shay-in wahuwa alwahidualqahhar,0.1116,0.1315,0.1205,0.2615,Y
13,17,Anzala mina s-samāi māan fasālat awdiyatun biqadarihā fa-iḥ'tamala s-saylu zabadar-rābiyan wamimmā yūqidūna ʿalayhi fī n-nāri ib'tighāa ḥil'yatin aw matāʿin zabadum-mith'luhu kadhālika yaḍribu l-lahu l-ḥaqa wal-bāṭila fa-ammā z-zabadu fayadhhabu jufāaw-wa-ammā mā yanfaʿu n-nāsa fayamkuthu fī l-arḍi kadhālika yaḍribu l-lahu l-amthāl,Anzala minas samaaa'i maaa'an fasaalat awdiyatum biqadarihaa fahtamalas sailu zabadar raabiyaa; wa mimmmaa yooqidoona 'alaihi fin naarib tighaaa'a bilyatin aw mataa'in zabadum misluh; kazaalika yadribul laahul haqqa wal baatil; fa ammaz zabadu fa yazhabu jufaaa'aa; wa ammaa maa yanfa'un naasa fa yamkusu fil ard; kazaalika yadribul laahul amsaal,Anzala mina assama-i maanfasalat awdiyatun biqadariha fahtamalaassaylu zabadan rabiyan wamimma yooqidoonaAAalayhi fee annari ibtighaa hilyatinaw mataAAin zabadun mithluhu kathalika yadribuAllahu alhaqqa walbatila faammaazzabadu fayathhabu jufaan waamma mayanfaAAu annasa fayamkuthu fee al-ardi kathalikayadribu Allahu al-amthal,0.1456,0.2121,0.0909,0.1216,Y
13,18,Lilladhīna is'tajābū lirabbihimu l-ḥus'nā wa-alladhīna lam yastajībū lahu law anna lahum mā fī l-arḍi jamīʿaw-wamith'lahu maʿahu la-if'tadaw bihi ulāika lahum sūu l-ḥisābi wamawāhum jahannamu wabi'sa l-mihād,Lillazeenas tajaaboo lirabbihimul husnaa; wallazeena lam yastajeeboo lahoo law anna lahum maa fil ardi jamee'anw wa mislahoo ma'ahoo laftadaw bih; ulaaa'ika lahum sooo'ul hisaab; wa maawaahum Jahannamu wa bi'sal mihaad,Lillatheena istajaboolirabbihimu alhusna wallatheena lamyastajeeboo lahu law anna lahum ma fee al-ardijameeAAan wamithlahu maAAahu laftadaw bihi ola-ikalahum soo-o alhisabi wama/wahum jahannamuwabi/sa almihad,0.3412,0.3566,0.1404,0.1321,Y
13,19,Afamay-yaʿlamu annamā unzila ilayka mir-rabbika l-ḥaqu kaman huwa aʿmā innamā yatadhakkaru ulū l-albāb,Afamai ya'lamu annamaaa unzila ilaika mir Rabbikal haqqu kaman huwa a'maa; innamaa yatazakkaru ulul albaab,Afaman yaAAlamu annama onzila ilaykamin rabbika alhaqqu kaman huwa aAAma innamayatathakkaru oloo al-albab,0.9082,0.8792,0.1379,0.2,N
13,20,Alladhīna yūfūna biʿahdi l-lahi walā yanquḍūna l-mīthāq,Allazeena yoofoona bi'ahdil laahi wa laa yanqu doonal meesaaq,Allatheena yoofoona biAAahdi Allahiwala yanqudoona almeethaq,0.7414,0.7826,0.0,0.0,N
13,21,Wa-alladhīna yaṣilūna mā amara l-lahu bihi ay-yūṣala wayakhshawna rabbahum wayakhāfūna sūa l-ḥisāb,Wallazeena yasiloona maaa amaral laahu bihee an yoosala wa yakhshawna Rabbahum wa yakhaafoona sooo'al hisaab,Wallatheena yasiloonama amara Allahu bihi an yoosala wayakhshawnarabbahum wayakhafoona soo-a alhisab,0.8252,0.8586,0.0714,0.08,N
13,22,Wa-alladhīna ṣabarū ib'tighāa wajhi rabbihim wa-aqāmū ṣ-ṣalata wa-anfaqū mimmā razaqnāhum sirraw-waʿalāniyatan wayadraūna bil-ḥasanati s-sayi-ata ulāika lahum ʿuq'bā d-dār,Wallazeena sabarub tighaaa'a Wajhi Rabbihim wa aqaamus Salaata wa anfaqoo mimmaa razaqnaahum sirranw wa 'alaaniyatanw wa yadra'oona bilhasanatis saiyi'ata ulaaa'ika lahum 'uqbad daar,Wallatheena sabarooibtighaa wajhi rabbihim waaqamoo assalatawaanfaqoo mimma razaqnahum sirran waAAalaniyatanwayadraoona bilhasanati assayyi-ata ola-ikalahum AAuqba addar,0.8832,0.8647,0.1111,0.1316,N
13,23,Jannātu ʿadniy-yadkhulūnahā waman ṣalaḥa min ābāihim wa-azwājihim wadhurriyyātihim wal-malāikatu yadkhulūna ʿalayhim min kulli bābin,jannaatu 'adiny yadkhu loonahaa wa man salaha min aabaaa'ihim wa man salaha min aabaaa'ihim wa azwaajihim wa zurriyyaatihim walmalaaa'i katu yadkhuloona 'alaihim min kulli baab,Jannatu AAadnin yadkhuloonahawaman salaha min aba-ihim waazwajihimwathurriyyatihim walmala-ikatuyadkhuloona AAalayhim min kulli bab,0.7908,0.9049,0.129,0.16,N
13,24,Salāmun ʿalaykum bimā ṣabartum faniʿ'ma ʿuq'bā d-dār,Salaamun 'alaikum bimaa sabartum; fani'ma 'uqbad daar,Salamun AAalaykum bima sabartumfaniAAma AAuqba addar,0.902,0.8654,0.125,0.1429,N
13,25,Wa-alladhīna yanquḍūna ʿahda l-lahi min baʿdi mīthāqihi wayaqṭaʿūna mā amara l-lahu bihi ay-yūṣala wayuf'sidūna fī l-arḍi ulāika lahumu l-laʿnatu walahum sūu d-dār,Wallazeena yanqudoona 'Ahdal laahi mim ba'di meesaaqihee wa yaqta'oona maaa amaral laahu biheee ai yoosala wa yufsidoona fil ardi ulaaa'ika lahumul la'natu wa lahum sooo'ud daar,Wallatheena yanqudoonaAAahda Allahi min baAAdi meethaqihi wayaqtaAAoonama amara Allahu bihi an yoosala wayufsidoonafee al-ardi ola-ika lahumu allaAAnatu walahum soo-oaddar,0.7965,0.8144,0.037,0.1395,N
13,26,Al-lahu yabsuṭu r-riz'qa limay-yashāu wayaqdiru wafariḥū bil-ḥayati d-dun'yā wamā l-ḥayatu d-dun'yā fī l-ākhirati illā matāʿun,Allaahu yabsutur rizqa limai yashaaa'u wa yaqdir; wa farihoo bilhayaatid dunyaa wa mal hayaatud dunya fil Aakhirati illaa mataa',Allahu yabsutu arrizqaliman yashao wayaqdiru wafarihoo bilhayatiaddunya wama alhayatu addunyafee al-akhirati illa mataAA,0.7143,0.8618,0.0,0.2,N
13,27,Wayaqūlu alladhīna kafarū lawlā unzila ʿalayhi āyatum-min rabbihi qul inna l-laha yuḍillu may-yashāu wayahdī ilayhi man anāb,Wa yaqoolul lazeena kafaroo law laaa unzila 'alaihi Aayatum mir Rabbih; qul innal laaha yudillu mai yashaa'u wa yahdeee ilaihi man anaab,Wayaqoolu allatheena kafaroo lawlaonzila AAalayhi ayatun min rabbihi qul inna Allahayudillu man yashao wayahdee ilayhi man anab,0.845,0.8845,0.1053,0.2414,N
13,28,Alladhīna āmanū wataṭma-innu qulūbuhum bidhik'ri l-lahi alā bidhik'ri l-lahi taṭma-innu l-qulūb,Allazeena aamanoo wa tatma'innu quloobuhum bizikril laah; alaa bizikril laahi tatma'innul quloob,Allatheena amanoo watatma-innuquloobuhum bithikri Allahi ala bithikriAllahi tatma-innu alquloob,0.8316,0.8526,0.0909,0.2105,N
13,29,Alladhīna āmanū waʿamilū ṣ-ṣāliḥāti ṭūbā lahum waḥus'nu maābin,Allazeena aamanoo w a'amilus saalihaati toobaa lahum wa husnu ma aab,Allatheena amanoo waAAamiloo assalihatitooba lahum wahusnu maab,0.8,0.816,0.0476,0.0625,N
13,30,Kadhālika arsalnāka fī ummatin qad khalat min qablihā umamul-litatluwā ʿalayhimu alladhī awḥaynā ilayka wahum yakfurūna bil-raḥmāni qul huwa rabbī lā ilāha illā huwa ʿalayhi tawakkaltu wa-ilayhi matāb,Kazaalika arsalnaaka feee ummatin qad khalat min qablihaaa umamul litatluwa 'alaihimul lazeee awhainaaa ilaika wa hum yakfuroona bir Rahmaaan; qul Huwa Rabbee laaa ilaaha illaa Huwa Rabbee laaa ilaaha illaa Huwa 'alaihi tawakkaltu wa ilaihi mataab,Kathalika arsalnaka feeommatin qad khalat min qabliha omamun litatluwa AAalayhimuallathee awhayna ilayka wahum yakfuroona birrahmaniqul huwa rabbee la ilaha illa huwa AAalayhitawakkaltu wa-ilayhi matab,0.0315,0.0249,0.2083,0.4324,Y
13,31,Walaw anna qur'ānan suyyirat bihi l-jibālu aw quṭṭiʿat bihi l-arḍu aw kullima bihi l-mawtā bal lillahi l-amru jamīʿan afalam yāy'asi alladhīna āmanū al-law yashāu l-lahu lahadā n-nāsa jamīʿaw-walā yazālu alladhīna kafarū tuṣībuhum bimā ṣanaʿū qāriʿatun aw taḥullu qarībam-min dārihim ḥattā yatiya waʿdu l-lahi inna l-laha lā yukh'lifu l-mīʿād,Wa law anna Quraanan suyyirat bihil jibaalu aw qutti'at bihil ardu aw kullima bihil mawtaa; bal lillaahil amru jamee'aa; afalam yai'asil lazeena aamanooo al law yashaaa 'ullaahu lahadan naasa jamee'aa; wa laa yazaalul lazeena kafaroo tuseebuhum bimaa sana'oo qaari'atun aw tahullu qareebam min daarihim hatta yaatiya wa'dul laah; innal laaha laa yukhliful mee'aad,Walaw anna qur-anan suyyirat bihialjibalu aw quttiAAat bihi al-ardu awkullima bihi almawta bal lillahi al-amru jameeAAanafalam yay-asi allatheena amanoo an law yashaoAllahu lahada annasa jameeAAan walayazalu allatheena kafaroo tuseebuhum bimasanaAAoo qariAAatun aw tahullu qareeban mindarihim hatta ya/tiya waAAdu Allahiinna Allaha la yukhlifu almeeAAad,0.36,0.4547,0.1477,0.25,Y
13,32,Walaqadi us'tuh'zi-a birusulim-min qablika fa-amlaytu lilladhīna kafarū thumma akhadhtuhum fakayfa kāna ʿiqāb,Wa laqadis tuhzi'a bi Rusulim min qablika fa amlaitu lillazeena kafaroo summa akhaztuhum fakaifa kaana 'iqaab,Walaqadi istuhzi-a birusulin min qablikafaamlaytu lillatheena kafaroo thumma akhathtuhumfakayfa kana AAiqab,0.8756,0.8981,0.1333,0.2083,N
13,33,Afaman huwa qāimun ʿalā kulli nafsin bimā kasabat wajaʿalū lillahi shurakāa qul sammūhum am tunabbiūnahu bimā lā yaʿlamu fī l-arḍi am biẓāhirim-mina l-qawli bal zuyyina lilladhīna kafarū makruhum waṣuddū ʿani s-sabīli wamay-yuḍ'lili l-lahu famā lahu min hādin,Afaman Huwa qaaa'imun 'alaa kulli nafsim bimaa kasabat; wa ja'aloo illlaahi shurakaaa'a qul samoohum; am tunabbi'oona hoo bimaa laa ya'lamu fil ardi; am bizaahirim minal qawl; bal zuyyina lillazeena kafaroo makruhum wa suddoo 'anis sabeel; wa mai yudlilil laaahu famaa lahoo min haad;,Afaman huwa qa-imun AAalakulli nafsin bima kasabat wajaAAaloo lillahi shurakaaqul sammoohum am tunabbi-oonahu bima la yaAAlamufee al-ardi am bithahirin minaalqawli bal zuyyina lillatheena kafaroo makruhum wasuddooAAani assabeeli waman yudlili Allahu famalahu min had,0.3327,0.2019,0.1528,0.2167,Y
13,34,Lahum ʿadhābun fī l-ḥayati d-dun'yā walaʿadhābu l-ākhirati ashaqqu wamā lahum mina l-lahi miw-wāqin,"Lahum 'azaabun fil hayaatid dunyaa wa la'azaabul Aakhirati ashaaq, wa maa lahum minal laahi min-waaq",Lahum AAathabun fee alhayatiaddunya walaAAathabu al-akhiratiashaqqu wama lahum mina Allahi min waq,0.8426,0.8629,0.0333,0.12,N
13,35,Mathalu l-janati allatī wuʿida l-mutaqūna tajrī min taḥtihā l-anhāru ukuluhā dāimuw-waẓilluhā til'ka ʿuq'bā alladhīna ittaqaw waʿuq'bā l-kāfirīna n-nār,Masalul Jannatil latee wu'idal muttaqoona tajree min tahtihal anhaaru ukuluhaa daaa'imunw wa zilluhaa; tilka uqbal lazeenat taqaw wa 'uqbal kafireenan Naar,Mathalu aljannati allatee wuAAidaalmuttaqoona tajree min tahtiha al-anharuokuluha da-imun wathilluhatilka AAuqba allatheena ittaqaw waAAuqba alkafireenaannar,0.8224,0.8312,0.0233,0.1111,N
13,36,Wa-alladhīna ātaynāhumu l-kitāba yafraḥūna bimā unzila ilayka wamina l-aḥzābi may-yunkiru baʿḍahu qul innamā umir'tu an aʿbuda l-laha walā ush'rika bihi ilayhi adʿū wa-ilayhi maāb,Wallazeena aatainaa humul Kitaaba yafrahoona bimaa unzila ilaika wa minal Ahzaabi mai yunkiru ba'dah; qul innamaa umirtu an a'budal laaha wa laaa ushrika bih; ilaihi ad'oo wa ilaihi maab,Wallatheena ataynahumualkitaba yafrahoona bima onzila ilaykawamina al-ahzabi man yunkiru baAAdahu qulinnama omirtu an aAAbuda Allaha wala oshrikabihi ilayhi adAAoo wa-ilayhi maab,0.865,0.8852,0.1176,0.1905,N
13,37,Wakadhālika anzalnāhu ḥuk'man ʿarabiyyaw-wala-ini ittabaʿta ahwāahum baʿdamā jāaka mina l-ʿil'mi mā laka mina l-lahi miw-waliyyin walā wāqin,Wa kazaalika anzalnaahu hukman 'Arabiyyaa; wa la'init taba'ta ahwaaa 'ahum ba'da maa jaaa'aka minal 'ilmi maa laka minal laahi minw waliyinw wa laa waaq,Wakathalika anzalnahu hukmanAAarabiyyan wala-ini ittabaAAta ahwaahum baAAda majaaka mina alAAilmi ma laka mina Allahi minwaliyyin wala waq,0.8611,0.8921,0.0227,0.2333,N
13,38,Walaqad arsalnā rusulam-min qablika wajaʿalnā lahum azwājaw-wadhurriyyatan wamā kāna lirasūlin ay-yatiya biāyatin illā bi-idh'ni l-lahi likulli ajalin kitābun,Wa laqad arsalnaa Rusulam min qablika wa ja'alnaa lahum azwaajanw wa zurriyyah; wa maa kaana lirasoolin ai yaatiya bi aayatin illaa bi iznil laah; likulli ajalin kitaab,Walaqad arsalna rusulan min qablikawajaAAalna lahum azwajan wathurriyyatan wamakana lirasoolin an ya/tiya bi-ayatin illabi-ithni Allahi likulli ajalin kitab,0.8827,0.9172,0.1707,0.1842,N
13,39,Yamḥū l-lahu mā yashāu wayuth'bitu waʿindahu ummu l-kitāb,Yamhul laahu maa yashaaa'u wa yusbitu wa 'indahooo ummul Kitaab,Yamhoo Allahu ma yashaowayuthbitu waAAindahu ommu alkitab,0.8403,0.8596,0.0,0.0625,N
13,40,Wa-im-mā nuriyannaka baʿḍa alladhī naʿiduhum aw natawaffayannaka fa-innamā ʿalayka l-balāghu waʿalaynā l-ḥisāb,Wa im maa nurriyannaka ba'dal lazee na'iduhum aw nata waffayannaka fa innamaa 'alaikal balaaghu wa 'alainal hisaab,Wa-in ma nuriyannaka baAAdaallathee naAAiduhum aw natawaffayannaka fa-innamaAAalayka albalaghu waAAalayna alhisab,0.8739,0.8879,0.1333,0.2609,N
13,41,Awalam yaraw annā natī l-arḍa nanquṣuhā min aṭrāfihā wal-lahu yaḥkumu lā muʿaqqiba liḥuk'mihi wahuwa sarīʿu l-ḥisāb,Awalam yaraw annaa naatil arda nanqusuhaa min atraafihaa; wallaahu yahkumu laa mu'aqqiba lihukmih; wa Huwa saree'ul hisaab,Awa lam yaraw anna na/tee al-ardananqusuha min atrafiha wallahuyahkumu la muAAaqqiba lihukmihi wahuwasareeAAu alhisab,0.9106,0.9052,0.1515,0.1667,N
13,42,Waqad makara alladhīna min qablihim falillahi l-makru jamīʿay-yaʿlamu mā taksibu kullu nafsiw-wasayaʿlamu l-kufāru liman ʿuq'bā d-dār,Wa qad makaral lazeena min qablihim falillaahil makru jamee'aa; ya'lamu maa taksibu kullu nafs; wa sa ya'lamul kuffaaru liman 'uqbad daar,Waqad makara allatheena min qablihimfalillahi almakru jameeAAan yaAAlamu ma taksibukullu nafsin wasayaAAlamu alkuffaru liman AAuqba addar,0.8689,0.8741,0.1622,0.1562,N
13,43,Wayaqūlu alladhīna kafarū lasta mur'salan qul kafā bil-lahi shahīdan baynī wabaynakum waman ʿindahu ʿil'mu l-kitāb,Wa yaqoolul lazeena kafaroo lasta mursalaa; qul kafaa billaahi shaheedam bainee wa bainakum wa man 'indahoo 'ilmul Kitaab,Wayaqoolu allatheena kafaroo lastamursalan qul kafa billahi shaheedan bayneewabaynakum waman AAindahu AAilmu alkitab,0.8103,0.8696,0.0606,0.1034,N
14,1,Alif-lam-ra kitābun anzalnāhu ilayka litukh'rija n-nāsa mina ẓ-ẓulumāti ilā n-nūri bi-idh'ni rabbihim ilā ṣirāṭi l-ʿazīzi l-ḥamīd,Alif-Laaam-Raa; Kitaabun anzalnaahu ilaika litukhrijan-naasa minaz zulumaati ilan noori bi-izni Rabbihim ilaa siraatil 'Azeezil Hameed,Alif-lam-ra kitabunanzalnahu ilayka litukhrija annasa mina aththulumatiila annoori bi-ithni rabbihim ila siratialAAazeezi alhameed,0.8812,0.8649,0.0769,0.2581,N
14,2,Al-lahi alladhī lahu mā fī s-samāwāti wamā fī l-arḍi wawaylul-lil'kāfirīna min ʿadhābin shadīdin,Allaahil lazee lahoo maa fis samaawaati wa maa fill ard; wa wailul lilkaafireena min 'azaabin shadeed,Allahi allathee lahu mafee assamawati wama fee al-ardiwawaylun lilkafireena min AAathabin shadeed,0.7487,0.8187,0.0333,0.1538,N
14,3,Alladhīna yastaḥibbūna l-ḥayata d-dun'yā ʿalā l-ākhirati wayaṣuddūna ʿan sabīli l-lahi wayabghūnahā ʿiwajan ulāika fī ḍalālin baʿīdin,Allazeena yastahibboo nal hayaatad dunyaa 'alal aakhirati wa yasuddoona 'ansabeelil laahi wa yabghoonahaa 'iwajaa; ulaaa 'ika fee dalaalim ba'eed,Allatheena yastahibboona alhayataaddunya AAala al-akhirati wayasuddoonaAAan sabeeli Allahi wayabghoonaha AAiwajan ola-ikafee dalalin baAAeed,0.8059,0.8132,0.0,0.0625,N
14,4,Wamā arsalnā mir-rasūlin illā bilisāni qawmihi liyubayyina lahum fayuḍillu l-lahu may-yashāu wayahdī may-yashāu wahuwa l-ʿazīzu l-ḥakīm,Wa maaa arsalnaa mir Rasoolin illaa bilisaani qawmihee liyubaiyina lahum faiudillul laahu mai yashaaa'u wa yahde mai yashaaa'; wa Huwal 'Azeezul Hakeem,Wama arsalna min rasoolin illabilisani qawmihi liyubayyina lahum fayudillu Allahuman yashao wayahdee man yashao wahuwa alAAazeezu alhakeem,0.8551,0.8791,0.0571,0.2593,N
14,5,Walaqad arsalnā mūsā biāyātinā an akhrij qawmaka mina ẓ-ẓulumāti ilā n-nūri wadhakkir'hum bi-ayyāmi l-lahi inna fī dhālika laāyātil-likulli ṣabbārin shakūrin,Wa laqad arsalnaa Moosaa bi Aayaatinaa an akhrij qawmaka minaz zulumaati ilan noori wa zak kirhum bi ayyaamil laah; inna fee zaalika la aayaatil likulli sabbaarin shakoor,Walaqad arsalna moosa bi-ayatinaan akhrij qawmaka mina aththulumatiila annoori wathakkirhum bi-ayyamiAllahi inna fee thalika laayatinlikulli sabbarin shakoor,0.8712,0.879,0.1333,0.2222,N
14,6,Wa-idh qāla mūsā liqawmihi udh'kurū niʿ'mata l-lahi ʿalaykum idh anjākum min āli fir'ʿawna yasūmūnakum sūa l-ʿadhābi wayudhabbiḥūna abnāakum wayastaḥyūna nisāakum wafī dhālikum balāom-min rabbikum ʿaẓīmun,Wa iz qaala Moosaa liqawmihiz kuroo ni'matal laahi 'alaikum iz anjaakum min Aali Fir'awna yasoomoo nakum sooo'al 'azaabi wa yuzabbihoona abnaaa'akum wa yastahyoona nisaaa'akum; wa fee zaalikum balaaa'um mir Rabbikum 'azeem,Wa-ith qala moosaliqawmihi othkuroo niAAmata Allahi AAalaykum ithanjakum min ali firAAawna yasoomoonakum soo-a alAAathabiwayuthabbihoona abnaakum wayastahyoonanisaakum wafee thalikum balaon min rabbikumAAatheem,0.2085,0.3333,0.0702,0.1087,Y
14,7,Wa-idh ta-adhana rabbukum la-in shakartum la-azīdannakum wala-in kafartum inna ʿadhābī lashadīdun,Wa iz ta azzana Rabbukum la'in shakartum la azeedannakum wa la'in kafartum inn'azaabee lashadeed,Wa-ith taaththana rabbukumla-in shakartum laazeedannakum wala-in kafartum inna AAathabeelashadeed,0.8705,0.866,0.35,0.3158,N
14,8,Waqāla mūsā in takfurū antum waman fī l-arḍi jamīʿan fa-inna l-laha laghaniyyun ḥamīdun,Wa qaala Moosaaa in takfurooo antum wa man fil ardi jamee'an fa innal laaha la Ghaniyyun Hameed,Waqala moosa in takfuroo antumwaman fee al-ardi jameeAAan fa-inna Allahalaghaniyyun hameed,0.8571,0.8588,0.1429,0.2174,N
14,9,Alam yatikum naba-u alladhīna min qablikum qawmi nūḥiw-waʿādin wathamūda wa-alladhīna min baʿdihim lā yaʿlamuhum illā l-lahu jāathum rusuluhum bil-bayināti faraddū aydiyahum fī afwāhihim waqālū innā kafarnā bimā ur'sil'tum bihi wa-innā lafī shakkim-mimmā tadʿūnanā ilayhi murībin,"Alam yaatikum naba'ul lazeena min qablikum qawmi Noohinw wa 'Aadinw wa Samood, wallazeena mim ba'dihim; laa ya'lamuhum illallaah; jaaa'at hum Rusuluhum bilbaiyinaati faraddooo aydiyahum feee afwaahihim wa qaalooo innaa kafarnaa bimaaa ursiltum bihee wa innaa lafee shakkim mimmaa tad'oonanaaa ilaihi mureeb",Alam ya/tikum nabao allatheena minqablikum qawmi noohin waAAadin wathamooda wallatheenamin baAAdihim la yaAAlamuhum illa Allahu jaat-humrusuluhum bilbayyinati faraddoo aydiyahum fee afwahihimwaqaloo inna kafarna bima orsiltumbihi wa-inna lafee shakkin mimma tadAAoonanailayhi mureeb,0.241,0.2139,0.1233,0.1587,Y
